133.0,Joke_88,Joke_35,Joke_26,Joke_49,Joke_52,Joke_53,Joke_48,Joke_71,Joke_31,Joke_92,Joke_65,Joke_41,Joke_28,Joke_77,Joke_61,Joke_60,Joke_82,Joke_68,Joke_34,Joke_45,Joke_64,Joke_93,Joke_87,Joke_20,Joke_79,Joke_90,Joke_30,Joke_72,Joke_67,Joke_86,Joke_80,Joke_47,Joke_75,Joke_55,Joke_54,Joke_95,Joke_96,Joke_27,Joke_99,Joke_81,Joke_46,Joke_21,Joke_76,Joke_10,Joke_22,Joke_84,Joke_83,Joke_91,Joke_11,Joke_13,Joke_85,Joke_38,Joke_44,Joke_39,Joke_78,Joke_94,Joke_51,Joke_69,Joke_25,Joke_33,Joke_24,Joke_37,Joke_40,Joke_89,Joke_18,Joke_98,Joke_42,Joke_97,Joke_66,Joke_50,Joke_70,Joke_59,Joke_29,Joke_63,Joke_62,Joke_58,Joke_17,Joke_19,Joke_73,Joke_74,Joke_36,Joke_16,Joke_56,Joke_23,Joke_12,Joke_43,Joke_32,Joke_57,Joke_14,Joke_15,Joke_9,Joke_8,Joke_7,Joke_6,Joke_5,Joke_4,Joke_3,Joke_2,Joke_1,Joke_0
134.0,Joke_57,Joke_15,Joke_56,Joke_23,Joke_14,Joke_36,Joke_43,Joke_73,Joke_12,Joke_74,Joke_32,Joke_17,Joke_63,Joke_58,Joke_29,Joke_89,Joke_62,Joke_70,Joke_59,Joke_16,Joke_19,Joke_98,Joke_37,Joke_50,Joke_97,Joke_18,Joke_42,Joke_66,Joke_39,Joke_94,Joke_85,Joke_40,Joke_69,Joke_24,Joke_91,Joke_10,Joke_38,Joke_51,Joke_25,Joke_22,Joke_95,Joke_44,Joke_78,Joke_21,Joke_33,Joke_81,Joke_72,Joke_76,Joke_84,Joke_27,Joke_99,Joke_46,Joke_13,Joke_83,Joke_93,Joke_54,Joke_80,Joke_47,Joke_11,Joke_96,Joke_75,Joke_86,Joke_45,Joke_79,Joke_67,Joke_61,Joke_90,Joke_87,Joke_64,Joke_60,Joke_41,Joke_68,Joke_55,Joke_34,Joke_30,Joke_20,Joke_65,Joke_77,Joke_82,Joke_92,Joke_28,Joke_53,Joke_31,Joke_48,Joke_49,Joke_52,Joke_71,Joke_26,Joke_35,Joke_88,Joke_9,Joke_8,Joke_7,Joke_6,Joke_5,Joke_4,Joke_3,Joke_2,Joke_1,Joke_0
0.0,Joke_73,Joke_74,Joke_70,Joke_98,Joke_97,Joke_89,Joke_94,Joke_78,Joke_85,Joke_91,Joke_83,Joke_84,Joke_76,Joke_99,Joke_95,Joke_80,Joke_75,Joke_86,Joke_72,Joke_79,Joke_87,Joke_93,Joke_82,Joke_92,Joke_71,Joke_88,Joke_33,Joke_25,Joke_20,Joke_21,Joke_22,Joke_23,Joke_24,Joke_34,Joke_26,Joke_31,Joke_27,Joke_28,Joke_29,Joke_30,Joke_32,Joke_18,Joke_19,Joke_6,Joke_17,Joke_16,Joke_1,Joke_2,Joke_3,Joke_4,Joke_5,Joke_36,Joke_7,Joke_8,Joke_9,Joke_10,Joke_11,Joke_12,Joke_13,Joke_14,Joke_15,Joke_35,Joke_49,Joke_37,Joke_57,Joke_59,Joke_60,Joke_61,Joke_62,Joke_63,Joke_64,Joke_65,Joke_66,Joke_67,Joke_68,Joke_69,Joke_77,Joke_81,Joke_90,Joke_96,Joke_58,Joke_56,Joke_38,Joke_55,Joke_39,Joke_40,Joke_41,Joke_42,Joke_43,Joke_44,Joke_45,Joke_46,Joke_47,Joke_48,Joke_50,Joke_51,Joke_52,Joke_53,Joke_54,Joke_0
1.0,Joke_99,Joke_36,Joke_26,Joke_27,Joke_28,Joke_29,Joke_30,Joke_31,Joke_32,Joke_33,Joke_34,Joke_35,Joke_37,Joke_98,Joke_38,Joke_39,Joke_40,Joke_41,Joke_42,Joke_43,Joke_44,Joke_45,Joke_46,Joke_47,Joke_25,Joke_24,Joke_23,Joke_22,Joke_1,Joke_2,Joke_3,Joke_4,Joke_5,Joke_6,Joke_7,Joke_8,Joke_9,Joke_10,Joke_11,Joke_12,Joke_13,Joke_14,Joke_15,Joke_16,Joke_17,Joke_18,Joke_19,Joke_20,Joke_21,Joke_48,Joke_49,Joke_50,Joke_75,Joke_77,Joke_78,Joke_79,Joke_80,Joke_81,Joke_82,Joke_83,Joke_84,Joke_85,Joke_86,Joke_87,Joke_88,Joke_89,Joke_90,Joke_91,Joke_92,Joke_93,Joke_94,Joke_95,Joke_96,Joke_97,Joke_76,Joke_74,Joke_51,Joke_73,Joke_52,Joke_53,Joke_54,Joke_55,Joke_56,Joke_57,Joke_58,Joke_59,Joke_60,Joke_61,Joke_62,Joke_63,Joke_64,Joke_65,Joke_66,Joke_67,Joke_68,Joke_69,Joke_70,Joke_71,Joke_72,Joke_0
2.0,Joke_9,Joke_85,Joke_88,Joke_81,Joke_96,Joke_8,Joke_66,Joke_86,Joke_54,Joke_95,Joke_80,Joke_0,Joke_90,Joke_87,Joke_83,Joke_63,Joke_45,Joke_72,Joke_82,Joke_69,Joke_94,Joke_91,Joke_36,Joke_98,Joke_73,Joke_76,Joke_84,Joke_62,Joke_71,Joke_43,Joke_2,Joke_24,Joke_23,Joke_74,Joke_78,Joke_58,Joke_56,Joke_77,Joke_29,Joke_99,Joke_92,Joke_97,Joke_70,Joke_3,Joke_21,Joke_57,Joke_1,Joke_51,Joke_32,Joke_50,Joke_33,Joke_59,Joke_20,Joke_18,Joke_19,Joke_22,Joke_16,Joke_89,Joke_79,Joke_17,Joke_12,Joke_15,Joke_14,Joke_13,Joke_26,Joke_11,Joke_10,Joke_93,Joke_7,Joke_6,Joke_5,Joke_4,Joke_25,Joke_75,Joke_27,Joke_28,Joke_61,Joke_55,Joke_64,Joke_53,Joke_52,Joke_65,Joke_48,Joke_47,Joke_46,Joke_67,Joke_44,Joke_68,Joke_42,Joke_41,Joke_40,Joke_39,Joke_38,Joke_37,Joke_35,Joke_34,Joke_31,Joke_30,Joke_60,Joke_49
3.0,Joke_88,Joke_54,Joke_0,Joke_80,Joke_96,Joke_72,Joke_85,Joke_81,Joke_22,Joke_95,Joke_71,Joke_79,Joke_42,Joke_86,Joke_77,Joke_66,Joke_69,Joke_8,Joke_83,Joke_2,Joke_82,Joke_91,Joke_94,Joke_21,Joke_92,Joke_89,Joke_24,Joke_76,Joke_44,Joke_90,Joke_75,Joke_59,Joke_78,Joke_63,Joke_62,Joke_40,Joke_50,Joke_98,Joke_99,Joke_23,Joke_36,Joke_29,Joke_43,Joke_56,Joke_58,Joke_70,Joke_73,Joke_3,Joke_32,Joke_74,Joke_97,Joke_57,Joke_7,Joke_93,Joke_84,Joke_1,Joke_87,Joke_20,Joke_19,Joke_18,Joke_17,Joke_4,Joke_16,Joke_15,Joke_14,Joke_5,Joke_13,Joke_6,Joke_25,Joke_12,Joke_11,Joke_10,Joke_9,Joke_60,Joke_30,Joke_26,Joke_45,Joke_55,Joke_64,Joke_53,Joke_52,Joke_51,Joke_65,Joke_67,Joke_48,Joke_47,Joke_46,Joke_68,Joke_27,Joke_41,Joke_39,Joke_38,Joke_37,Joke_35,Joke_34,Joke_33,Joke_31,Joke_61,Joke_28,Joke_49
4.0,Joke_72,Joke_79,Joke_77,Joke_75,Joke_71,Joke_78,Joke_73,Joke_74,Joke_70,Joke_28,Joke_23,Joke_24,Joke_25,Joke_26,Joke_27,Joke_29,Joke_21,Joke_30,Joke_31,Joke_32,Joke_33,Joke_34,Joke_35,Joke_36,Joke_37,Joke_38,Joke_39,Joke_40,Joke_41,Joke_42,Joke_22,Joke_99,Joke_20,Joke_44,Joke_1,Joke_2,Joke_3,Joke_4,Joke_5,Joke_6,Joke_7,Joke_8,Joke_9,Joke_10,Joke_11,Joke_12,Joke_13,Joke_14,Joke_15,Joke_16,Joke_17,Joke_18,Joke_19,Joke_43,Joke_49,Joke_45,Joke_68,Joke_76,Joke_80,Joke_81,Joke_82,Joke_83,Joke_84,Joke_85,Joke_86,Joke_87,Joke_88,Joke_89,Joke_90,Joke_91,Joke_92,Joke_93,Joke_94,Joke_95,Joke_96,Joke_97,Joke_69,Joke_67,Joke_46,Joke_66,Joke_47,Joke_48,Joke_98,Joke_50,Joke_51,Joke_52,Joke_53,Joke_54,Joke_55,Joke_56,Joke_57,Joke_58,Joke_59,Joke_60,Joke_61,Joke_62,Joke_63,Joke_64,Joke_65,Joke_0
5.0,Joke_99,Joke_36,Joke_26,Joke_27,Joke_28,Joke_29,Joke_30,Joke_31,Joke_32,Joke_33,Joke_34,Joke_35,Joke_37,Joke_98,Joke_38,Joke_39,Joke_40,Joke_41,Joke_42,Joke_43,Joke_44,Joke_45,Joke_46,Joke_47,Joke_25,Joke_24,Joke_23,Joke_22,Joke_1,Joke_2,Joke_3,Joke_4,Joke_5,Joke_6,Joke_7,Joke_8,Joke_9,Joke_10,Joke_11,Joke_12,Joke_13,Joke_14,Joke_15,Joke_16,Joke_17,Joke_18,Joke_19,Joke_20,Joke_21,Joke_48,Joke_49,Joke_50,Joke_75,Joke_77,Joke_78,Joke_79,Joke_80,Joke_81,Joke_82,Joke_83,Joke_84,Joke_85,Joke_86,Joke_87,Joke_88,Joke_89,Joke_90,Joke_91,Joke_92,Joke_93,Joke_94,Joke_95,Joke_96,Joke_97,Joke_76,Joke_74,Joke_51,Joke_73,Joke_52,Joke_53,Joke_54,Joke_55,Joke_56,Joke_57,Joke_58,Joke_59,Joke_60,Joke_61,Joke_62,Joke_63,Joke_64,Joke_65,Joke_66,Joke_67,Joke_68,Joke_69,Joke_70,Joke_71,Joke_72,Joke_0
6.0,Joke_41,Joke_69,Joke_86,Joke_88,Joke_46,Joke_96,Joke_91,Joke_22,Joke_54,Joke_92,Joke_8,Joke_1,Joke_93,Joke_79,Joke_87,Joke_76,Joke_90,Joke_77,Joke_75,Joke_84,Joke_83,Joke_62,Joke_58,Joke_85,Joke_0,Joke_99,Joke_38,Joke_81,Joke_70,Joke_29,Joke_89,Joke_42,Joke_78,Joke_23,Joke_63,Joke_66,Joke_50,Joke_36,Joke_94,Joke_97,Joke_98,Joke_59,Joke_80,Joke_74,Joke_56,Joke_43,Joke_9,Joke_33,Joke_73,Joke_32,Joke_3,Joke_2,Joke_57,Joke_51,Joke_13,Joke_21,Joke_20,Joke_19,Joke_18,Joke_17,Joke_16,Joke_15,Joke_14,Joke_11,Joke_12,Joke_65,Joke_10,Joke_68,Joke_95,Joke_7,Joke_6,Joke_5,Joke_4,Joke_71,Joke_67,Joke_25,Joke_24,Joke_52,Joke_48,Joke_47,Joke_82,Joke_45,Joke_44,Joke_53,Joke_55,Joke_40,Joke_39,Joke_60,Joke_37,Joke_72,Joke_35,Joke_34,Joke_61,Joke_31,Joke_30,Joke_64,Joke_28,Joke_27,Joke_26,Joke_49
7.0,Joke_99,Joke_36,Joke_26,Joke_27,Joke_28,Joke_29,Joke_30,Joke_31,Joke_32,Joke_33,Joke_34,Joke_35,Joke_37,Joke_98,Joke_38,Joke_39,Joke_40,Joke_41,Joke_42,Joke_43,Joke_44,Joke_45,Joke_46,Joke_47,Joke_25,Joke_24,Joke_23,Joke_22,Joke_1,Joke_2,Joke_3,Joke_4,Joke_5,Joke_6,Joke_7,Joke_8,Joke_9,Joke_10,Joke_11,Joke_12,Joke_13,Joke_14,Joke_15,Joke_16,Joke_17,Joke_18,Joke_19,Joke_20,Joke_21,Joke_48,Joke_49,Joke_50,Joke_75,Joke_77,Joke_78,Joke_79,Joke_80,Joke_81,Joke_82,Joke_83,Joke_84,Joke_85,Joke_86,Joke_87,Joke_88,Joke_89,Joke_90,Joke_91,Joke_92,Joke_93,Joke_94,Joke_95,Joke_96,Joke_97,Joke_76,Joke_74,Joke_51,Joke_73,Joke_52,Joke_53,Joke_54,Joke_55,Joke_56,Joke_57,Joke_58,Joke_59,Joke_60,Joke_61,Joke_62,Joke_63,Joke_64,Joke_65,Joke_66,Joke_67,Joke_68,Joke_69,Joke_70,Joke_71,Joke_72,Joke_0
8.0,Joke_99,Joke_36,Joke_26,Joke_27,Joke_28,Joke_29,Joke_30,Joke_31,Joke_32,Joke_33,Joke_34,Joke_35,Joke_37,Joke_98,Joke_38,Joke_39,Joke_40,Joke_41,Joke_42,Joke_43,Joke_44,Joke_45,Joke_46,Joke_47,Joke_25,Joke_24,Joke_23,Joke_22,Joke_1,Joke_2,Joke_3,Joke_4,Joke_5,Joke_6,Joke_7,Joke_8,Joke_9,Joke_10,Joke_11,Joke_12,Joke_13,Joke_14,Joke_15,Joke_16,Joke_17,Joke_18,Joke_19,Joke_20,Joke_21,Joke_48,Joke_49,Joke_50,Joke_75,Joke_77,Joke_78,Joke_79,Joke_80,Joke_81,Joke_82,Joke_83,Joke_84,Joke_85,Joke_86,Joke_87,Joke_88,Joke_89,Joke_90,Joke_91,Joke_92,Joke_93,Joke_94,Joke_95,Joke_96,Joke_97,Joke_76,Joke_74,Joke_51,Joke_73,Joke_52,Joke_53,Joke_54,Joke_55,Joke_56,Joke_57,Joke_58,Joke_59,Joke_60,Joke_61,Joke_62,Joke_63,Joke_64,Joke_65,Joke_66,Joke_67,Joke_68,Joke_69,Joke_70,Joke_71,Joke_72,Joke_0
